"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",372208296
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",12417678
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",3220932
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",121643408
"JRV","JERVOIS GLOBAL LIMITED","1980-12-01","Materials",718281662
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",1495371
"JXT","JAXSTA LTD","2010-09-21","Software & Services",14045706
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",102847472
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",30431645
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",56958711
"KAL","KALGOORLIE GOLD MINING LIMITED","2021-11-17","Materials",8643460
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",10848834
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",1339186387
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",36212450
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",24054606
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",14685811
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",7984092
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",437107895
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",152321548
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",3935856
"KFE","KOGI IRON LIMITED","1987-01-16","Materials",8165389
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",26647501
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",12281205
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",136376692
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",367161256
"KIL","KILAND LTD","2002-07-08","Materials",113585007
"KIN","KIN MINING NL","2013-10-02","Materials",83881721
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",595736259
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",68173664
"KLI","KILLI RESOURCES LIMITED","2022-02-10","Class Pend",7800000
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",69078215
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate","N/A"
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",1916205
"KLS","KELSIAN GROUP LIMITED","2013-10-16","Consumer Services",1210721494
"KMD","KMD BRANDS LIMITED","2009-11-13","Retailing",711347722
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",47506435
"KNB","KOONENBERRY GOLD LIMITED","2021-09-28","Materials",8382436
"KNG","KINGSLAND MINERALS LTD","2022-06-14","Materials",6543222
"KNI","KUNIKO LIMITED","2021-08-24","Materials",35757424
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",30955186
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",20100899
"KOB","KOBA RESOURCES LIMITED","2022-05-04","Materials",11050000
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",11745600
"KOV","KORVEST LTD","1970-09-17","Capital Goods",90339137
"KP2","KORE POTASH PLC","2017-11-07","Materials",51302657
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",207000000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",33334307
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",44399065
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",21749349
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",266855517
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",251068913
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",39272679
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",41060951
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",21027305
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",17567792
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",9578712
"KYP","KINATICO LTD","2015-09-08","Software & Services",38646681
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",15687262
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",35716650
"L1M","LIGHTNING MINERALS LTD","2022-11-22","Materials",10176006
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",119734629
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",190748428
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",6131295
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",94269453
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",19357652
"LBTN","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",19357652
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",13906630
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",17074710
"LCL","LOS CERROS LIMITED","2007-10-02","Materials","N/A"
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",21208501
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",115322872
"LDR","LODE RESOURCES LTD","2021-07-02","Materials",12369645
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","2021-07-05","Health Care Equipment & Services",10495322
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",99184886
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",86459100
"LER","LEAF RESOURCES LTD","1999-01-05","Materials",18100389
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",38656787
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",1253868000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",1319805384
"LGI","LGI LIMITED","2022-10-04","Utilities",177398693
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",240470241
"LGM","LEGACY MINERALS HOLDINGS LIMITED","2021-09-13","Materials",11652203
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",45661135
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",6296336
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",1967539365
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",244163548
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",15339968
"LIS","LI-S ENERGY LIMITED","2021-09-28","Capital Goods",246477089
"LIT","LITHIUM AUSTRALIA LIMITED","2007-10-30","Materials",61059584
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",1453907151
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy",46554600
"LKY","LOCKSLEY RESOURCES LIMITED","2021-07-08","Materials",3920000
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",5423991164
"LLI","LOYAL LITHIUM LIMITED","2021-07-06","Materials",27357001
"LLL","LEO LITHIUM LIMITED","2022-06-23","Materials",688619112
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",171163345
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",156983457
"LME","LIMEADE INC.","2019-12-20","Software & Services",46253071
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",124853559
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",1769806809
"LNR","LANTHANEIN RESOURCES LTD","2003-04-09","Materials",31773244
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",12057665
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",73417554
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",278695884
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",2612766040
"LPD","LEPIDICO LTD","1994-04-19","Materials",129842111
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",11242799
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",207336597
"LPM","LITHIUM PLUS MINERALS LTD.","2022-04-26","Materials",60140000
"LRD","LORD RESOURCES LIMITED","2022-04-07","Materials",10749794
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",186942509
"LRL","LABYRINTH RESOURCES LIMITED","1971-07-28","Materials",16593968
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",261033571
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",36618868
"LRV","LARVOTTO RESOURCES LIMITED","2021-12-06","Materials",11935831
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",23742229
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1632776077
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",7822968
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",71145718
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",4546621175
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",12170244
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",4053417
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",73923209
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",57507910
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",7828879807
"LYK","LYKOS METALS LIMITED","2021-10-21","Materials",12474000
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",274207559
"LYN","LYCAON RESOURCES LTD","2021-11-17","Materials",14393438
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",7318001
"M2M","MT MALCOLM MINES NL","2021-09-10","Materials",6618456
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Materials",6785447
"M3M","M3 MINING LIMITED","2021-07-29","Materials",5253385
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",142287932
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",4937744
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",760000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",809454148
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",27499430
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",323247873
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",96134251
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",21379997
"MAP","MICROBA LIFE SCIENCES LIMITED","2022-04-05","Health Care Equipment & Services",56243390
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1259412177
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",16886039
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",193161369
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",193161369
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",141548572
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",77536782
"MBKDA","METAL BANK LIMITED","2011-03-02","Materials",0
"MBX","MY FOODIE BOX LIMITED","2022-01-07","Food & Staples Retailing",4354999
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",114788008
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",32135714
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Consumer Services",65690903
"MCM","MC MINING LIMITED","1980-04-24","Energy",97431989
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",107961856
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",756244528
"MCT","METALICITY LIMITED","2005-12-21","Materials",12222138
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials","N/A"
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",7137941004
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",18268016
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",7834766
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",103329571
"MDX","MINDAX LIMITED","2004-12-08","Materials","N/A"
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",60983066
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",4980891
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",50971683
"MEG","MEGADO MINERALS LTD","2020-10-27","Materials",6875000
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",22894461
"MEK","MEEKA METALS LIMITED","1999-12-21","Materials",77935452
"MEL","METGASCO LTD","2004-12-23","Energy",20142434
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",14402988
"MEU","MARMOTA LIMITED","2007-11-21","Energy",48704826
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",10894597811
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",111521261
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",64006451
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1393263302
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",1829618909
"MGA","METALSGROVE MINING LTD","2022-07-06","Materials",9487800
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2163945461
"MGG","MOGUL GAMES GROUP LTD","2011-10-19","Media & Entertainment",6526882
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",759282641
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",24806987
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",8444140864
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",64460253
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",17060664
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",124343278
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",522200313
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",9157672
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",5278924
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",457525105
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",15786672
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",89100000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",25341260
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",16493805873
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",21534953
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",548463079
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",19809357
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",7339394
"MKM","MACKEREL METALS LIMITED",,"Class Pend",0
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",71758595
"MLG","MLG OZ LIMITED","2021-05-04","Materials",67007815
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",25486589
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",29744773
"MLX","METALS X LIMITED","2004-08-26","Materials",240425508
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",10667324
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",39169278
"MMA","MARONAN METALS LIMITED","2022-04-29","Materials",45000000
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",7524022
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",106493946
"MMI","METRO MINING LIMITED","2009-12-04","Materials",74185104
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",48173070
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",965252313
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",57088547
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",1311566944
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",359022649
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",396795096
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",10650237
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",4983893
"MOM","MOAB MINERALS LIMITED","1987-01-15","Materials",7269635
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",543944050
"MOV","MOVE LOGISTICS GROUP LIMITED","2022-07-01","Transportation",128023642
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",42027068
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",980623713
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",46280434
"MPG","MANY PEAKS GOLD LIMITED","2022-03-16","Materials",7735000
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",7821369202
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",31514275
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",5580362
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",39664661
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",69071125475
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",16516114
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials","N/A"
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",40234993
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",34012884
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRI","MY REWARDS INTERNATIONAL LIMITED","2022-02-11","Commercial & Professional Services",9174927
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",36473726
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",272405352
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",8735293
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",46592293
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",13072010
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",726064400
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",7932718
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",2453471
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",105202153
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",81173822
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",3436684
"MTC","METALSTECH LIMITED","2017-02-24","Materials",68548109
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",11760932
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",4553253
"MTMN","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",4553253
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",171394961
"MTR","METAL TIGER PLC","2021-05-27","Materials",45744366
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",4035963896
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",397427537
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",17612359
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",150171005
"MWY","MIDWAY LIMITED","2016-12-08","Materials",75109151
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",63154699
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",37256015
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",98484742
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",9282498
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",13712948
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1721919686
"MYE","METAROCK GROUP LIMITED","2010-05-07","Materials",22923696
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",29893345
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",591320747
"MYS","MYSTATE LIMITED","2009-09-10","Banks",446012075
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",478449265
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",42149815
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",16730559
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks","N/A"
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",35821930
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",11487191
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",37535672
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",95097882
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1259463098
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",606262830
"NC1","NICO RESOURCES LIMITED","2022-01-19","Materials",55055001
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",10868705
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",56903195
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",756540000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",20376840
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",17284328617
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",6917511
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",157809266
"NEA","NEARMAP LTD","2000-12-07","Software & Services",985583764
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",3496056169
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",4120160
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",108466187
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",1103946187
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",62514657
"NFL","NORFOLK METALS LIMITED","2022-03-22","Materials",5445000
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",26280000
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",280473493
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","2022-11-18","Capital Goods",19350095
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",9788292
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",25176243
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",5230479173
"NHE","NOBLE HELIUM LIMITED","2022-04-08","Energy",33701475
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3484922937
"NIC","NICKEL INDUSTRIES LIMITED","2018-08-20","Materials",2676648027
"NIM","NIMY RESOURCES LIMITED","2021-11-22","Materials",36587113
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",15089283
"NKL","NICKELX LIMITED","2021-05-07","Materials",8920880
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",9345827
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",61828803
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",23708219
"NMT","NEOMETALS LTD","2002-07-10","Materials",574850823
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",8736705
"NNL","NORDIC NICKEL LIMITED","2022-06-01","Materials",21892751
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",163753194
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",10251294
"NOU","NOUMI LIMITED","1985-11-07","Food, Beverage & Tobacco",42951944
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",90861891
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",46758072
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",9040417
"NPR","NEWMARK PROPERTY REIT","2021-12-06","Real Estate",245225201
"NRX","NORONEX LIMITED","2017-11-15","Materials",5948993
"NRZ","NEURIZER LTD","2005-03-17","Energy",120732961
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",15064523
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",98555630
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",11772446
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2892057609
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",11952353802
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",16237389
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",93276446
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",71406856
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",6254451
"NTM","NT MINERALS LIMITED","1993-12-22","Materials","N/A"
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",514639356
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",199619788
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",9313992
"NUF","NUFARM LIMITED","1988-11-10","Materials",2338037782
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",30868948
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",128562893
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",3369243
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",1148564573
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",59260890
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",315537865
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",299452868
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",1185870919
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3414392786
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",12660121
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",15544991853
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",15544991853
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",3244285003
"NXL","NUIX LIMITED","2020-12-04","Software & Services",234812948
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",61836129
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",149279143
